"Student.ID","AcadLevel","AYSemesterNo","Course.Code","Course.Name","Credit.Hours","Grade","Point","Notes","Result","datesubmitted"
"16J1473","Diploma Second Year","2017 - 2018(Semester 2 )","ITPJ2202","Course Project",3,"B+",3.3,"","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2017 - 2018(Semester 3 )","ITBS2203","E-Commerce for IT",3,"F",0,"N","F","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","PHIL3108","Business Ethics",3,"F",0,"R","F","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","MATH1200","Calculus I",3,"F",0,"","F","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","ITBS2203","E-Commerce for IT",3,"B+",3.3,"R","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","ENGL2100","Technical Communication",3,"D",1,"R","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 2 )","PHIL3108","Business Ethics",3,"D",1,"R","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 3 )","MATH1200","Calculus I",3,"C+",2.3,"R","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2018 - 2019(Semester 3 )","ITMM2200","Fundamentals Of Multimedia",3,"B+",3.3,"R","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2019 - 2020(Semester 1 )","MATH3103","Math I I",3,"C-",1.7,"","P","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2019 - 2020(Semester 1 )","ITNT2201","Principles Of  Data Telecommunications",3,"F",4,"R","F","2020-01-20 13:32:21"
"16J1473","Diploma Second Year","2016 - 2017(Semester 3 )","ITDB2101","System Analysis And Design",3,"C",2,"","P","2020-01-20 13:32:21"
"16J1473","Diploma First Year","2014 - 2015(Semester 3 )","ITDB1102","Introduction To Database",3,"C",2,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 1 )","ENTW1100","Technical Writing I",3,"D",1,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 1 )","ITSE1101","Introduction To Programming",3,"C+",2.3,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 1 )","ITNT1204","Introduction To Networking",3,"B-",2.7,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 1 )","ITDB1204","Applied Database",3,"C-",1.7,"N","F","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 2 )","ITDB1204","Applied Database",3,"B",3,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 2 )","ITAD1100","Advanced IT Skills",3,"A-",3.7,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 2 )","ENTW1200","Technical Writing I I",3,"D",1,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 3 )","BAMG2111","Entrepreneurship",3,"B",3,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2015 - 2016(Semester 3 )","ITSE1202","Introduction To Operating  Systems",3,"C",2,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2016 - 2017(Semester 1 )","ITSE1203","Introduction To Web Technology",3,"C+",2.3,"","P","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2016 - 2017(Semester 2 )","MATH1201","Managerial Statistics for IT",3,"F",0,"","F","2020-01-20 13:32:50"
"16J1473","Diploma First Year","2016 - 2017(Semester 3 )","MATH1201","Managerial Statistics for IT",3,"C-",1.7,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2016 - 2017(Semester 1 )","ENGL2100","Technical Communication",3,"F",0,"N","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2016 - 2017(Semester 1 )","ITSE2100","Object Oriented Programming(Java)",3,"D",1,"N","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2016 - 2017(Semester 2 )","ITMM2200","Fundamentals Of Multimedia",3,"C-",1.7,"N","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2016 - 2017(Semester 2 )","ITSE2100","Object Oriented Programming(Java)",3,"C",2,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 1 )","ITNT2201","Principles Of  Data Telecommunications",3,"C",2,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 1 )","BAMG1100","Introduction To Business",3,"F",0,"N","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 1 )","ITSE2102","Introduction To Software Engineering",3,"C+",2.3,"","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 1 )","PHIL3108","Business Ethics",3,"F",0,"N","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 2 )","BAMG1100","Introduction To Business",3,"B",3,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 2 )","PHIL3108","Business Ethics",3,"F",0,"R","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 2 )","ITPJ2202","Course Project",3,"B+",3.3,"","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 3 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2017 - 2018(Semester 3 )","ITBS2203","E-Commerce for IT",3,"F",0,"N","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","PHIL3108","Business Ethics",3,"F",0,"R","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","MATH1200","Calculus I",3,"F",0,"","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","ITBS2203","E-Commerce for IT",3,"B+",3.3,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 1 )","ENGL2100","Technical Communication",3,"D",1,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 2 )","PHIL3108","Business Ethics",3,"D",1,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 2 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 3 )","MATH1200","Calculus I",3,"C+",2.3,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2018 - 2019(Semester 3 )","ITMM2200","Fundamentals Of Multimedia",3,"B+",3.3,"R","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2019 - 2020(Semester 1 )","MATH3103","Math I I",3,"C-",2,"","P","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2019 - 2020(Semester 1 )","ITNT2201","Principles Of  Data Telecommunications",3,"F",4,"R","F","2020-01-20 13:32:50"
"16J1473","Diploma Second Year","2016 - 2017(Semester 3 )","ITDB2101","System Analysis And Design",3,"C",2,"","P","2020-01-20 13:32:50"
"12S15373","Diploma First Year","2015 - 2016(Semester 3 )","EEPW1240","Engineering Workshop",3,"A",4,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2015 - 2016(Semester 3 )","ENTW1100","Technical Writing I",3,"B",3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","CECE1100","Engineering Graphics",3,"B+",3.3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","ENTW1200","Technical Writing I I",3,"C-",1.7,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","CHEM1100","Fundamentals Of Chemistry (Engineering)",3,"C",2,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","ITAD1100","Advanced IT Skills",3,"A",4,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","MATH1200","Calculus I",3,"F",0,"N","F","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","BAMG2111","Entrepreneurship",3,"A",4,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","EECP1290","Computer Programming For Engineering",3,"C-",1.7,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","PHYS1100","Physics 1 (Engineering)",3,"C",2,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2016 - 2017(Semester 3 )","PHYS1211","Physics 2 (Engineering)",3,"C-",1.7,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2016 - 2017(Semester 2 )","PHIL3108","Business Ethics",3,"C+",2.3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2016 - 2017(Semester 3 )","ENGL2100","Technical Communication",3,"B",3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EETE2102","Electronics I",3,"C",2,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EEPW2150","Electrical Principles",3,"C",2,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EEPW2241","Electrical Skills",3,"B+",3.3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EERE2201","Introduction To Renewable Energy",3,"B",3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 2 )","EETE2270","Fundamentals Of Digital Electronics",3,"C-",1.7,"N","F","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 2 )","EEPW2252","Electrical Power Systems",3,"C",2,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 2 )","EEPW2399","Diploma Project",3,"B",3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 3 )","EETE2270","Fundamentals Of Digital Electronics",3,"A-",3.7,"R","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2017 - 2018(Semester 3 )","EEPW2320","Instrumentation & Measurement Techniques",3,"B-",2.7,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2018 - 2019(Semester 1 )","EEPW2251","Electrical Power Technology",3,"C+",2.3,"","P","2020-01-20 13:34:39"
"12S15373","Diploma Second Year","2018 - 2019(Semester 1 )","MATH2100N","Calculus I I",3,"C-",1.7,"","P","2020-01-20 13:34:39"
"12S15373","Diploma First Year","2015 - 2016(Semester 3 )","EEPW1240","Engineering Workshop",3,"A",4,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2015 - 2016(Semester 3 )","ENTW1100","Technical Writing I",3,"B",3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","CECE1100","Engineering Graphics",3,"B+",3.3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","ENTW1200","Technical Writing I I",3,"C-",1.7,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","CHEM1100","Fundamentals Of Chemistry (Engineering)",3,"C",2,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 1 )","ITAD1100","Advanced IT Skills",3,"A",4,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","MATH1200","Calculus I",3,"F",0,"N","F","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","BAMG2111","Entrepreneurship",3,"A",4,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","EECP1290","Computer Programming For Engineering",3,"C-",1.7,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 2 )","PHYS1100","Physics 1 (Engineering)",3,"C",2,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2016 - 2017(Semester 3 )","PHYS1211","Physics 2 (Engineering)",3,"C-",1.7,"","P","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2017 - 2018(Semester 1 )","MATH1200","Calculus I",3,"F",0,"R","F","2020-01-20 14:41:41"
"12S15373","Diploma First Year","2017 - 2018(Semester 2 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2016 - 2017(Semester 2 )","PHIL3108","Business Ethics",3,"C+",2.3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2016 - 2017(Semester 3 )","ENGL2100","Technical Communication",3,"B",3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EETE2102","Electronics I",3,"C",2,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EEPW2150","Electrical Principles",3,"C",2,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EEPW2241","Electrical Skills",3,"B+",3.3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 1 )","EERE2201","Introduction To Renewable Energy",3,"B",3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 2 )","EETE2270","Fundamentals Of Digital Electronics",3,"C-",1.7,"N","F","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 2 )","EEPW2252","Electrical Power Systems",3,"C",2,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 2 )","EEPW2399","Diploma Project",3,"B",3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 3 )","EETE2270","Fundamentals Of Digital Electronics",3,"A-",3.7,"R","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2017 - 2018(Semester 3 )","EEPW2320","Instrumentation & Measurement Techniques",3,"B-",2.7,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2018 - 2019(Semester 1 )","EEPW2251","Electrical Power Technology",3,"C+",2.3,"","P","2020-01-20 14:41:41"
"12S15373","Diploma Second Year","2018 - 2019(Semester 1 )","MATH2100N","Calculus I I",3,"C-",1.7,"","P","2020-01-20 14:41:41"
"16J1184","Diploma First Year","2011 - 2012(Semester 2 )","ITAD1100","Advanced IT Skills",3,"F",0,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2011 - 2012(Semester 2 )","ITNT1103","Computer Hardware",3,"B-",2.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2011 - 2012(Semester 2 )","ENTW1100","Technical Writing I",3,"B",3,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2011 - 2012(Semester 2 )","ITDB1102","Introduction To Database",3,"C",2,"N","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 1 )","ITNT1204","Introduction To Networking",3,"C",2,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 1 )","MATH1201","Managerial Statistics for IT",3,"F",0,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 1 )","BACO1212","Job Search Techniques",3,"C",2,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 2 )","ITSE1101","Introduction To Programming",3,"F",0,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 2 )","ITDB1204","Applied Database",3,"D",1,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 2 )","ENTW1200","Technical Writing I I",3,"C-",1.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 2 )","MATH1201","Managerial Statistics for IT",3,"C+",2.3,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 3 )","ITDB1204","Applied Database",3,"B+",3.3,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 3 )","ITSE1101","Introduction To Programming",3,"C",2,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2013 - 2014(Semester 1 )","ITSE1202","Introduction To Operating  Systems",3,"F",0,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2013 - 2014(Semester 1 )","ITSE1203","Introduction To Web Technology",3,"A",4,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2013 - 2014(Semester 2 )","ITSE1202","Introduction To Operating  Systems",3,"C",2,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2015 - 2016(Semester 2 )","ITSE1101","Introduction To Programming",3,"A-",3.7,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2015 - 2016(Semester 2 )","ITDB1102","Introduction To Database",3,"A",4,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2011 - 2012(Semester 3 )","CECE1100","Engineering Graphics",3,"C-",1.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2011 - 2012(Semester 3 )","EEPW1240","Engineering Workshop",3,"A-",3.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma First Year","2012 - 2013(Semester 1 )","ITAD1100","Advanced IT Skills",3,"B",3,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 1 )","ENGL2100","Technical Communication",3,"C-",1.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 1 )","MATH1200","Calculus I",3,"F",0,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 2 )","MATH1200","Calculus I",3,"C-",1.7,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 2 )","ITDB2101","System Analysis And Design",3,"C+",2.3,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 2 )","ITSE2100","Object Oriented Programming(Java)",3,"C",2,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 3 )","ITBS2203","E-Commerce for IT",3,"D",1,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2013 - 2014(Semester 3 )","ITSE2102","Introduction To Software Engineering",3,"D",1,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 1 )","ITBS2203","E-Commerce for IT",3,"C",2,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 1 )","PHIL3108","Business Ethics",3,"C+",2.3,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 1 )","MATH3103","Math I I",3,"F",0,"N","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 1 )","ITSE2102","Introduction To Software Engineering",3,"D",1,"R","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 2 )","ITNT2201","Principles Of  Data Telecommunications",3,"B",3,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 2 )","ITPJ2202","Course Project",3,"A-",3.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 2 )","MATH3103","Math I I",3,"F",0,"R","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 2 )","ITSE2102","Introduction To Software Engineering",3,"C-",1.7,"R","F","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 3 )","MATH3103","Math I I",3,"C+",2.3,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2014 - 2015(Semester 3 )","ITSE2102","Introduction To Software Engineering",3,"A-",3.7,"R","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2015 - 2016(Semester 1 )","ITMM2200","Fundamentals Of Multimedia",3,"A-",3.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2015 - 2016(Semester 1 )","BAMG1100","Introduction To Business",3,"A-",3.7,"","P","2020-01-20 15:07:28"
"16J1184","Diploma Second Year","2015 - 2016(Semester 2 )","ITSE2100","Object Oriented Programming(Java)",3,"B+",3.3,"R","P","2020-01-20 15:07:28"
"16J1184","Advanced Diploma","2015 - 2016(Semester 3 )","PHIL3201","Formal Arabic Communication",3,"B+",3.3,"","P","2020-01-20 15:07:28"
"16J1184","Advanced Diploma","2016 - 2017(Semester 1 )","ITDB3208","SQL Concept And Syntax",3,"B+",3.3,"","P","2020-01-20 15:07:28"
"16J1184","Advanced Diploma","2016 - 2017(Semester 1 )","ITSE3101","Data Structure And Algorithms",3,"C",2,"","P","2020-01-20 15:07:28"
